HJD UT_Date Camera FWHM Limit mag mag_err flux(mJy) flux_err Filter
2460282.75034 2023-12-04.2481888 bk 1.41 16.342 14.252 0.032 7.229 0.213 g
#2460282.75157 2023-12-04.2494177 bk 1.44 99.990 99.990 99.990 99.990 99.990 g
2460282.75279 2023-12-04.2506321 bk 1.39 16.249 13.986 0.027 9.242 0.233 g
2460284.74799 2023-12-06.2459229 bk 1.46 16.339 14.130 0.029 8.094 0.213 g
2460284.74922 2023-12-06.2471468 bk 1.49 16.184 14.223 0.036 7.425 0.245 g
2460284.75045 2023-12-06.2483793 bk 1.47 16.235 14.237 0.035 7.330 0.234 g
#2460286.61748 2023-12-08.1154817 bk 1.44 99.990 99.990 99.990 99.990 99.990 g
2460286.61872 2023-12-08.1167160 bk 1.47 16.282 14.058 0.028 8.640 0.224 g
2460286.72126 2023-12-08.2192567 bl 1.57 15.980 14.096 0.039 8.349 0.295 g
2460286.72247 2023-12-08.2204796 bl 1.62 16.014 14.057 0.036 8.656 0.286 g
2460286.72369 2023-12-08.2217027 bl 1.58 16.205 14.076 0.031 8.504 0.241 g
2460287.33988 2023-12-08.8379122 bo 1.71 14.856 12.781 0.034 28.015 0.864 g
2460287.34111 2023-12-08.8391356 bo 1.61 15.124 12.803 0.028 27.466 0.688 g
2460287.34235 2023-12-08.8403776 bo 1.71 15.154 12.797 0.027 27.624 0.672 g
2460288.77759 2023-12-10.2756776 bk 1.55 16.308 14.128 0.030 8.102 0.220 g
2460288.77881 2023-12-10.2769019 bk 1.64 16.282 14.159 0.031 7.881 0.225 g
#2460288.78004 2023-12-10.2781251 bk 1.68 99.990 99.990 99.990 99.990 99.990 g
2460290.46149 2023-12-11.9596452 bo 1.59 14.944 12.859 0.033 26.068 0.798 g
2460290.46274 2023-12-11.9608953 bo 1.57 15.006 12.852 0.031 26.254 0.753 g
2460290.46397 2023-12-11.9621244 bo 1.59 15.357 12.759 0.023 28.603 0.595 g
2460291.62941 2023-12-13.1276212 bk 1.49 16.394 14.263 0.031 7.157 0.203 g
2460291.63063 2023-12-13.1288384 bk 1.46 16.306 14.161 0.030 7.867 0.219 g
2460291.63185 2023-12-13.1300615 bk 1.47 16.453 14.211 0.028 7.506 0.192 g
2460292.69814 2023-12-14.1964004 bk 1.75 13.854 10.302 0.016 274.955 4.065 g
2460292.69936 2023-12-14.1976195 bk 1.65 13.483 10.234 0.019 292.705 5.042 g
2460292.70058 2023-12-14.1988329 bk 1.65 13.332 10.005 0.011 361.441 3.792 g
2460294.67030 2023-12-16.1686430 bk 1.56 16.269 14.206 0.033 7.547 0.227 g
2460294.67153 2023-12-16.1698728 bk 1.56 16.283 14.187 0.032 7.673 0.224 g
2460294.67275 2023-12-16.1711015 bk 1.57 16.446 14.207 0.028 7.537 0.193 g
2460295.70921 2023-12-17.2075949 bk 1.45 16.284 14.263 0.034 7.157 0.224 g
2460295.71044 2023-12-17.2088259 bk 1.47 16.229 14.216 0.034 7.479 0.235 g
2460295.71166 2023-12-17.2100570 bk 1.58 16.429 14.223 0.029 7.432 0.196 g
2460296.69432 2023-12-18.1927571 bk 1.50 16.297 14.213 0.032 7.495 0.221 g
2460296.69555 2023-12-18.1939824 bk 1.50 16.292 14.149 0.031 7.954 0.222 g
2460296.69678 2023-12-18.1952167 bk 1.49 16.335 14.204 0.031 7.558 0.214 g
2460299.53338 2023-12-21.0319509 bk 1.56 16.011 14.214 0.042 7.489 0.287 g
2460299.53461 2023-12-21.0331765 bk 1.56 16.120 14.271 0.040 7.105 0.260 g
2460299.53583 2023-12-21.0343947 bk 1.50 16.072 14.258 0.041 7.196 0.271 g
2460300.61287 2023-12-22.1114831 bk 1.42 16.225 14.321 0.038 6.787 0.236 g
2460300.61410 2023-12-22.1127106 bk 1.44 16.225 14.228 0.035 7.393 0.236 g
2460300.61532 2023-12-22.1139406 bk 1.53 16.091 14.259 0.041 7.184 0.267 g
#2460301.66287 2023-12-23.1615353 bG 1.44 nan 98.081 99.990 -35.604 nan g #?
#2460301.66414 2023-12-23.1628008 bG 1.45 nan 98.079 99.990 -36.321 nan g #?
#2460301.66540 2023-12-23.1640729 bG 1.41 nan 98.079 99.990 -26.659 nan g #?
2460303.41451 2023-12-24.9132561 bo 1.59 14.762 12.892 0.039 25.298 0.909 g
2460303.41583 2023-12-24.9145820 bo 1.53 14.995 12.818 0.030 27.088 0.739 g
2460303.41716 2023-12-24.9159131 bo 1.51 14.706 12.806 0.038 27.408 0.957 g
#2460313.71201 2024-01-04.2112800 bG 1.48 nan 97.992 99.990 -14.835 nan g #?
2460313.71327 2024-01-04.2125467 bG 1.40 17.079 17.079 99.990 -11.266 0.110 g
2460313.71455 2024-01-04.2138201 bG 1.44 18.349 18.349 99.990 -15.766 0.048 g
2460316.46058 2024-01-06.9599929 bo 1.46 14.840 12.819 0.034 27.054 0.848 g
2460316.46181 2024-01-06.9612239 bo 1.51 14.830 12.747 0.032 28.920 0.856 g
2460316.46304 2024-01-06.9624467 bo 1.50 14.754 12.748 0.035 28.909 0.917 g
#2460317.65704 2024-01-08.1565059 bG 1.46 nan 98.059 99.990 -11.301 nan g #?
#2460317.65831 2024-01-08.1577868 bG 1.45 nan 98.056 99.990 -9.900 nan g #?
2460317.65959 2024-01-08.1590667 bG 1.46 17.486 17.486 99.990 -9.500 0.075 g
2460319.54907 2024-01-10.0486486 bk 1.50 16.239 14.228 0.034 7.394 0.233 g
2460319.55030 2024-01-10.0498752 bk 1.49 16.403 14.292 0.031 6.973 0.201 g
2460319.55153 2024-01-10.0510979 bk 1.45 16.396 14.291 0.032 6.975 0.202 g
2460320.70403 2024-01-11.2036716 bk 1.45 16.244 14.257 0.035 7.192 0.232 g
2460320.70525 2024-01-11.2048901 bk 1.42 16.213 14.252 0.036 7.231 0.239 g
2460320.70648 2024-01-11.2061133 bk 1.38 16.272 14.277 0.035 7.062 0.226 g
2460321.70059 2024-01-12.2002804 bk 1.57 16.257 14.174 0.032 7.773 0.230 g
2460321.70182 2024-01-12.2015012 bk 1.48 16.348 14.138 0.029 8.030 0.211 g
2460321.70304 2024-01-12.2027209 bk 1.53 16.327 14.245 0.032 7.276 0.216 g
2460322.70656 2024-01-13.2062932 bG 1.46 16.515 15.220 0.067 2.964 0.180 g
#2460322.70782 2024-01-13.2075542 bG 1.45 nan 97.964 99.990 -14.743 nan g #?
2460322.70909 2024-01-13.2088325 bG 1.46 18.135 18.135 99.990 -13.894 0.054 g
2460323.69613 2024-01-14.1959275 bk 1.44 16.308 14.218 0.032 7.461 0.219 g
2460323.69736 2024-01-14.1971553 bk 1.52 16.438 14.269 0.030 7.117 0.195 g
2460323.69859 2024-01-14.1983828 bk 1.50 16.347 14.307 0.034 6.871 0.211 g
2460324.69194 2024-01-15.1917795 bk 1.47 16.441 14.234 0.029 7.348 0.194 g
2460324.69315 2024-01-15.1930021 bk 1.51 16.321 14.257 0.033 7.193 0.216 g
2460324.69438 2024-01-15.1942288 bk 1.48 16.446 14.191 0.028 7.653 0.194 g
2460325.69909 2024-01-16.1989890 bG 1.50 17.370 17.370 99.990 -8.770 0.083 g
#2460325.70036 2024-01-16.2002663 bG 1.45 nan 97.956 99.990 -8.082 nan g #?
#2460325.70165 2024-01-16.2015508 bG 1.50 nan 97.952 99.990 -14.316 nan g #?
2460326.68850 2024-01-17.1884515 bk 1.57 16.371 14.344 0.034 6.640 0.207 g
2460326.68973 2024-01-17.1896790 bk 1.51 16.226 14.319 0.038 6.798 0.236 g
2460326.69096 2024-01-17.1909137 bk 1.61 16.289 14.170 0.031 7.801 0.223 g
2460327.68406 2024-01-18.1840690 bk 1.45 16.361 14.244 0.031 7.284 0.209 g
2460327.68529 2024-01-18.1852946 bk 1.45 16.299 14.238 0.033 7.330 0.221 g
2460327.68652 2024-01-18.1865248 bk 1.43 16.276 14.287 0.035 7.002 0.225 g
2460328.68993 2024-01-19.1899946 bG 1.44 18.688 18.688 99.990 -18.921 0.045 g
2460328.69121 2024-01-19.1912706 bG 1.43 15.385 11.429 0.007 97.391 0.581 g
2460328.69248 2024-01-19.1925396 bG 1.42 16.747 16.747 99.990 -7.425 0.146 g
2460329.67966 2024-01-20.1797753 bk 1.46 16.332 14.224 0.032 7.424 0.215 g
2460329.68089 2024-01-20.1810055 bk 1.46 16.263 14.298 0.036 6.929 0.228 g
2460329.68212 2024-01-20.1822309 bk 1.44 16.082 14.240 0.040 7.317 0.269 g
2460330.67512 2024-01-21.1752863 bk 1.50 15.993 14.217 0.043 7.470 0.292 g
2460330.67635 2024-01-21.1765137 bk 1.41 16.004 14.238 0.043 7.327 0.289 g
2460330.67757 2024-01-21.1777402 bk 1.45 16.079 14.334 0.044 6.706 0.270 g
2460331.67596 2024-01-22.1761824 bG 1.49 16.693 16.693 99.990 -27.751 0.166 g
2460331.67725 2024-01-22.1774674 bG 1.49 17.181 17.181 99.990 -20.752 0.108 g
#2460331.67851 2024-01-22.1787296 bG 1.54 nan 97.937 99.990 -44.281 nan g #?
2460332.67065 2024-01-23.1709243 bk 1.46 15.752 14.058 0.046 8.648 0.365 g
2460332.67189 2024-01-23.1721658 bk 1.49 15.712 14.253 0.057 7.224 0.378 g
2460332.67312 2024-01-23.1733924 bk 1.52 15.867 14.471 0.061 5.907 0.328 g
2460333.66641 2024-01-24.1667350 bk 1.46 15.879 14.266 0.050 7.140 0.325 g
2460333.66764 2024-01-24.1679650 bk 1.40 15.686 14.248 0.059 7.264 0.387 g
2460333.66887 2024-01-24.1691928 bk 1.38 15.858 14.270 0.051 7.110 0.331 g
2460334.66622 2024-01-25.1665893 bk 1.54 15.681 14.236 0.058 7.338 0.389 g
2460334.66744 2024-01-25.1678172 bk 1.54 15.515 14.397 0.079 6.328 0.453 g
2460334.66867 2024-01-25.1690450 bk 1.47 15.469 14.536 0.093 5.566 0.473 g
#2460336.67243 2024-01-27.1729087 bG 1.78 nan 97.834 99.990 -85.539 nan g #?
#2460336.67370 2024-01-27.1741800 bG 1.66 nan 97.832 99.990 -83.356 nan g #?
#2460336.67498 2024-01-27.1754553 bG 1.66 nan 97.848 99.990 -75.396 nan g #?
2460337.65341 2024-01-28.1539417 bk 1.51 15.833 14.311 0.054 6.852 0.338 g
2460337.65464 2024-01-28.1551708 bk 1.56 15.656 14.115 0.053 8.203 0.398 g
2460337.65587 2024-01-28.1564071 bk 1.50 15.696 14.445 0.070 6.054 0.383 g
#2460338.65738 2024-01-29.1579674 bG 1.44 nan 97.900 99.990 -48.966 nan g #?
#2460338.65865 2024-01-29.1592385 bG 1.46 nan 97.896 99.990 -35.046 nan g #?
#2460338.65993 2024-01-29.1605158 bG 1.46 nan 97.893 99.990 -43.003 nan g #?
2460339.64844 2024-01-30.1490792 bk 1.55 15.861 14.226 0.049 7.410 0.329 g
2460339.64966 2024-01-30.1503060 bk 1.55 16.054 14.329 0.045 6.737 0.276 g
2460339.65089 2024-01-30.1515275 bk 1.54 15.918 14.266 0.048 7.136 0.313 g
2460340.64467 2024-01-31.1453537 bk 1.57 16.079 14.178 0.038 7.737 0.271 g
2460340.64588 2024-01-31.1465767 bk 1.61 16.030 14.257 0.043 7.196 0.282 g
2460340.64712 2024-01-31.1478114 bk 1.66 16.070 14.260 0.042 7.179 0.272 g
2460341.64372 2024-02-01.1444562 bk 1.49 16.189 14.256 0.037 7.204 0.244 g
2460341.64495 2024-02-01.1456895 bk 1.51 16.224 14.198 0.034 7.599 0.237 g
2460341.64617 2024-02-01.1469184 bk 1.51 16.263 14.299 0.036 6.923 0.228 g
2460342.64438 2024-02-02.1451723 bk 1.45 16.262 14.313 0.037 6.836 0.228 g
2460342.64561 2024-02-02.1464001 bk 1.42 16.453 14.270 0.029 7.114 0.192 g
2460342.64682 2024-02-02.1476146 bk 1.43 16.320 14.273 0.033 7.090 0.216 g
2460346.64452 2024-02-06.1455180 bG 1.47 17.498 17.498 99.990 -12.829 0.078 g
#2460346.64578 2024-02-06.1467707 bG 1.45 nan 97.845 99.990 -15.850 nan g #?
2460346.64704 2024-02-06.1480351 bG 1.48 17.414 17.414 99.990 -9.874 0.082 g
2460350.62336 2024-02-10.1245567 bG 1.41 17.021 17.021 99.990 -6.766 0.114 g
2460350.62464 2024-02-10.1258340 bG 1.40 15.644 12.147 0.009 50.272 0.423 g
#2460350.62590 2024-02-10.1270972 bG 1.46 nan 97.882 99.990 -12.758 nan g #?
2460351.61512 2024-02-11.1163686 bk 1.39 16.258 14.246 0.034 7.270 0.229 g
2460351.61635 2024-02-11.1175962 bk 1.41 16.252 14.304 0.037 6.892 0.230 g
2460351.61757 2024-02-11.1188098 bk 1.42 16.333 14.272 0.033 7.099 0.214 g
2460352.61049 2024-02-12.1117775 bk 1.45 16.317 14.285 0.034 7.015 0.217 g
2460352.61171 2024-02-12.1130049 bk 1.47 16.444 14.201 0.028 7.580 0.194 g
2460352.61292 2024-02-12.1142197 bk 1.47 16.344 14.255 0.032 7.211 0.212 g
2460353.60976 2024-02-13.1110952 bk 1.40 16.273 14.292 0.035 6.972 0.226 g
2460353.61098 2024-02-13.1123228 bk 1.42 16.278 14.239 0.034 7.312 0.225 g
2460353.61223 2024-02-13.1135651 bk 1.42 16.206 14.206 0.035 7.545 0.241 g
2460354.60526 2024-02-14.1066553 bk 1.46 16.536 14.263 0.027 7.162 0.179 g
2460354.60649 2024-02-14.1078863 bk 1.52 16.218 14.249 0.036 7.252 0.238 g
2460354.60772 2024-02-14.1091141 bk 1.46 16.265 14.249 0.034 7.253 0.227 g
#2460355.60857 2024-02-15.1100083 bG 1.46 nan 97.979 99.990 -11.679 nan g #?
2460355.60986 2024-02-15.1112915 bG 1.49 17.842 17.842 99.990 -10.224 0.057 g
2460355.61112 2024-02-15.1125560 bG 1.39 16.798 16.798 99.990 -6.061 0.139 g
#2460357.54058 2024-02-17.0421084 bG 1.43 nan 98.038 99.990 -18.990 nan g #?
2460357.54186 2024-02-17.0433839 bG 1.48 19.935 19.935 99.990 -17.677 0.036 g
#2460357.54313 2024-02-17.0446575 bG 1.51 nan 98.033 99.990 -16.861 nan g #?
2460358.51489 2024-02-18.0164703 bk 2.48 15.950 13.967 0.036 9.407 0.311 g
2460358.54998 2024-02-18.0515531 bk 1.44 16.288 14.197 0.032 7.605 0.223 g
2460358.55121 2024-02-18.0527797 bk 1.46 16.362 14.180 0.029 7.729 0.208 g
2460358.55244 2024-02-18.0540076 bk 1.44 16.153 14.257 0.038 7.198 0.252 g
2460359.58914 2024-02-19.0907581 bk 1.44 16.031 14.282 0.044 7.034 0.282 g
2460359.59036 2024-02-19.0919761 bk 1.41 15.978 14.260 0.045 7.175 0.296 g
2460359.59159 2024-02-19.0932024 bk 1.49 16.075 14.268 0.042 7.131 0.271 g
2460361.30955 2024-02-20.8112516 bo 1.49 14.843 12.844 0.035 26.447 0.846 g
2460361.31078 2024-02-20.8124783 bo 1.48 14.950 12.792 0.030 27.764 0.768 g
2460361.31202 2024-02-20.8137189 bo 1.52 14.838 12.761 0.033 28.534 0.850 g
2460361.58275 2024-02-21.0844590 bG 1.40 16.207 16.207 99.990 -22.055 0.247 g
2460361.58402 2024-02-21.0857340 bG 1.44 16.283 16.283 99.990 -27.882 0.235 g
2460361.58531 2024-02-21.0870187 bG 1.46 16.855 16.855 99.990 -46.794 0.188 g
#2460362.59122 2024-02-22.0929773 bG 1.58 nan 97.921 99.990 -54.132 nan g #?
2460362.59250 2024-02-22.0942560 bG 1.55 18.227 18.227 99.990 -37.463 0.087 g
#2460362.59378 2024-02-22.0955406 bG 1.58 nan 97.917 99.990 -47.046 nan g #?
#2460363.59547 2024-02-23.0972652 bG 2.06 nan 97.819 99.990 -77.368 nan g #?
#2460363.59676 2024-02-23.0985520 bG 2.08 nan 97.815 99.990 -78.456 nan g #?
#2460363.59803 2024-02-23.0998265 bG 2.04 nan 97.813 99.990 -87.170 nan g #?
2460364.55686 2024-02-24.0586990 bk 1.54 15.675 13.954 0.045 9.517 0.391 g
2460364.55809 2024-02-24.0599232 bk 1.52 15.542 14.126 0.060 8.122 0.442 g
2460364.55932 2024-02-24.0611545 bk 1.53 15.870 14.277 0.051 7.063 0.327 g
2460365.55754 2024-02-25.0594196 bG 1.46 17.289 17.289 99.990 -30.823 0.126 g
#2460365.55883 2024-02-25.0607028 bG 1.43 nan 98.012 99.990 -35.306 nan g #?
2460365.56010 2024-02-25.0619835 bG 1.40 16.396 16.396 99.990 -27.153 0.210 g
2460367.34074 2024-02-26.8426960 bo 1.55 14.681 12.924 0.044 24.560 0.980 g
2460367.34196 2024-02-26.8439141 bo 1.48 14.777 12.906 0.039 24.995 0.899 g
2460367.34318 2024-02-26.8451406 bo 1.50 13.602 10.595 0.016 209.831 2.931 g
2460369.56327 2024-02-29.0653129 bk 1.43 16.247 14.224 0.034 7.416 0.231 g
2460369.56450 2024-02-29.0665403 bk 1.41 16.332 14.318 0.034 6.805 0.214 g
2460369.56573 2024-02-29.0677702 bk 1.44 16.181 14.283 0.038 7.031 0.246 g
2460370.54912 2024-03-01.0512015 bG 1.41 17.535 17.535 99.990 -8.202 0.073 g
#2460370.55040 2024-03-01.0524765 bG 1.46 nan 97.999 99.990 -10.553 nan g #?
2460370.55168 2024-03-01.0537631 bG 1.42 17.158 17.158 99.990 -5.212 0.100 g
2460371.31560 2024-03-01.8177144 bo 1.41 14.815 12.855 0.036 26.179 0.866 g
2460371.31683 2024-03-01.8189422 bo 1.42 14.776 12.835 0.037 26.677 0.897 g
2460371.31805 2024-03-01.8201629 bo 1.45 14.790 12.785 0.035 27.923 0.887 g
2460371.55989 2024-03-02.0620185 bG 1.43 17.331 17.331 99.990 -7.714 0.086 g
#2460371.56117 2024-03-02.0632962 bG 1.42 nan 97.972 99.990 -11.026 nan g #?
2460371.56244 2024-03-02.0645672 bG 1.42 17.503 17.503 99.990 -5.546 0.073 g
2460372.29341 2024-03-02.7955648 bo 1.49 14.878 12.841 0.034 26.537 0.817 g
2460372.29464 2024-03-02.7967902 bo 1.49 14.965 12.777 0.029 28.124 0.755 g
2460372.29588 2024-03-02.7980299 bo 1.50 14.815 12.789 0.034 27.845 0.867 g
2460372.55325 2024-03-03.0554122 bk 1.42 16.136 14.144 0.035 7.987 0.256 g
2460372.55448 2024-03-03.0566408 bk 1.46 16.150 14.059 0.032 8.641 0.254 g
2460372.55571 2024-03-03.0578730 bk 1.43 16.183 14.254 0.037 7.216 0.247 g
2460373.28879 2024-03-03.7909785 bo 1.48 13.816 12.254 0.054 45.530 2.234 g
2460373.29002 2024-03-03.7922045 bo 1.58 13.140 11.957 0.075 59.924 4.081 g
2460373.57012 2024-03-04.0723164 bG 1.41 18.335 18.335 99.990 -12.200 0.045 g
2460373.57139 2024-03-04.0735927 bG 1.41 16.981 16.981 99.990 -10.289 0.119 g
2460373.57268 2024-03-04.0748708 bG 1.27 16.064 14.556 0.055 5.470 0.273 g
2460374.54751 2024-03-05.0497405 bk 1.44 16.251 14.145 0.032 7.981 0.230 g
2460374.54873 2024-03-05.0509695 bk 1.46 16.392 14.187 0.029 7.672 0.203 g
2460374.54996 2024-03-05.0522006 bk 1.44 16.284 14.170 0.031 7.799 0.224 g
2460375.28314 2024-03-05.7853986 bo 1.52 14.949 12.743 0.029 29.030 0.765 g
2460375.28437 2024-03-05.7866356 bo 1.49 14.834 12.806 0.034 27.390 0.850 g
2460375.28560 2024-03-05.7878643 bo 1.49 14.777 12.778 0.035 28.110 0.897 g
#2460375.54906 2024-03-06.0513283 bG 1.43 nan 97.955 99.990 -13.557 nan g #?
2460375.55034 2024-03-06.0526159 bG 1.44 18.335 18.335 99.990 -11.474 0.045 g
2460375.55162 2024-03-06.0538876 bG 1.41 17.056 17.056 99.990 -5.412 0.110 g
2460376.53850 2024-03-07.0408072 bk 1.42 16.204 14.237 0.036 7.333 0.241 g
2460376.53973 2024-03-07.0420290 bk 1.43 16.290 14.210 0.032 7.518 0.222 g
2460376.54093 2024-03-07.0432439 bk 1.46 16.231 14.235 0.035 7.351 0.235 g
2460378.27742 2024-03-08.7797891 bo 1.52 14.753 12.722 0.034 29.596 0.918 g
2460378.27864 2024-03-08.7809979 bo 1.51 15.131 12.747 0.025 28.906 0.652 g
2460378.27987 2024-03-08.7822376 bo 1.51 14.904 12.759 0.031 28.588 0.801 g
2460378.53299 2024-03-09.0353599 bk 1.45 16.323 14.236 0.032 7.339 0.216 g
2460378.53420 2024-03-09.0365746 bk 1.46 16.160 14.184 0.036 7.697 0.250 g
2460378.53544 2024-03-09.0378047 bk 1.41 16.132 14.188 0.037 7.676 0.257 g
2460379.27274 2024-03-09.7751327 bo 1.55 14.892 12.766 0.031 28.431 0.811 g
2460379.27397 2024-03-09.7763708 bo 1.52 14.862 12.790 0.033 27.822 0.831 g
2460379.27521 2024-03-09.7776030 bo 1.50 14.753 12.781 0.036 28.020 0.917 g
2460380.27182 2024-03-10.7742528 bo 1.50 14.887 12.733 0.030 29.303 0.813 g
2460380.27305 2024-03-10.7754760 bo 1.51 14.853 12.756 0.032 28.696 0.838 g
2460380.27427 2024-03-10.7766944 bo 1.49 14.714 12.779 0.037 28.086 0.952 g
2460381.26729 2024-03-11.7697534 bo 1.56 14.799 12.780 0.034 28.037 0.881 g
2460381.26852 2024-03-11.7709847 bo 1.60 14.966 12.707 0.028 29.991 0.759 g
2460381.26975 2024-03-11.7722092 bo 1.56 14.850 12.698 0.030 30.267 0.843 g
2460382.52869 2024-03-13.0311837 bk 1.52 16.137 14.547 0.051 5.511 0.256 g
2460382.52991 2024-03-13.0324116 bk 1.53 16.383 14.491 0.039 5.803 0.205 g
2460382.53113 2024-03-13.0336310 bk 1.50 15.983 14.673 0.066 4.905 0.295 g
2460383.26909 2024-03-13.7716134 bo 1.47 14.837 12.763 0.033 28.488 0.851 g
2460383.27032 2024-03-13.7728365 bo 1.53 14.781 12.757 0.034 28.645 0.895 g
2460383.27153 2024-03-13.7740534 bo 1.48 14.783 12.781 0.035 28.041 0.891 g
2460384.26435 2024-03-14.7669091 bo 1.61 14.808 12.699 0.032 30.251 0.876 g
2460384.26558 2024-03-14.7681353 bo 1.57 14.679 12.684 0.035 30.644 0.986 g
2460384.26680 2024-03-14.7693535 bo 1.55 14.617 12.730 0.040 29.371 1.047 g
#2460384.50920 2024-03-15.0117622 bH 1.47 99.990 99.990 99.990 99.990 99.990 g
#2460384.51044 2024-03-15.0129983 bH 1.47 99.990 99.990 99.990 99.990 99.990 g
#2460384.51167 2024-03-15.0142356 bH 1.46 99.990 99.990 99.990 99.990 99.990 g
2460384.51660 2024-03-15.0191592 bk 1.55 16.216 14.520 0.046 5.650 0.238 g
2460384.51781 2024-03-15.0203787 bk 1.56 16.176 14.374 0.042 6.458 0.247 g
2460384.51905 2024-03-15.0216090 bk 1.46 16.069 14.572 0.056 5.387 0.272 g
2460386.28062 2024-03-16.7832260 bp 1.50 14.948 13.039 0.038 22.108 0.764 g
2460386.28185 2024-03-16.7844607 bp 1.51 15.078 13.089 0.035 21.108 0.679 g
2460386.28307 2024-03-16.7856861 bp 1.46 14.945 12.982 0.036 23.279 0.768 g
2460386.51418 2024-03-17.0167872 bk 1.49 15.910 14.203 0.046 7.567 0.315 g
2460386.51541 2024-03-17.0180218 bk 1.49 16.199 14.243 0.036 7.292 0.244 g
2460386.51662 2024-03-17.0192427 bk 1.49 15.868 14.871 0.088 4.091 0.327 g
2460388.24904 2024-03-18.7517115 bo 2.09 14.573 12.581 0.036 33.690 1.099 g
2460388.25031 2024-03-18.7529721 bo 1.78 14.814 12.591 0.030 33.381 0.883 g
2460388.25153 2024-03-18.7542033 bo 1.71 14.609 12.629 0.037 32.258 1.059 g
2460388.50536 2024-03-19.0080299 bk 1.54 15.933 14.555 0.062 5.472 0.309 g
2460388.50658 2024-03-19.0092553 bk 1.52 15.790 14.674 0.079 4.906 0.352 g
2460388.50781 2024-03-19.0104855 bk 1.61 15.869 14.554 0.066 5.476 0.327 g
2460389.25099 2024-03-19.7536866 bo 1.81 14.601 12.627 0.036 32.298 1.061 g
2460389.25222 2024-03-19.7549156 bo 1.67 14.567 12.627 0.038 32.311 1.099 g
2460389.25345 2024-03-19.7561412 bo 1.62 14.750 12.729 0.035 29.393 0.931 g
2460389.50471 2024-03-20.0074040 bG 1.40 17.016 17.016 99.990 -23.014 0.230 g
#2460389.50596 2024-03-20.0086483 bG 1.45 nan 98.020 99.990 -24.675 nan g #?
2460389.50721 2024-03-20.0099002 bG 1.44 16.813 16.813 99.990 -23.838 0.225 g
2460391.24549 2024-03-21.7482307 bo 1.67 14.653 12.742 0.039 29.043 1.013 g
2460391.24673 2024-03-21.7494701 bo 1.62 14.541 12.660 0.039 31.339 1.121 g
2460391.24796 2024-03-21.7506932 bo 1.65 14.828 12.683 0.032 30.673 0.871 g
2460392.49064 2024-03-22.9934052 bk 2.03 14.612 14.148 0.144 7.957 1.041 g
2460392.49185 2024-03-22.9946179 bk 2.10 14.233 13.345 0.098 16.671 1.485 g
2460392.49308 2024-03-22.9958491 bk 1.70 14.470 14.470 99.990 3.076 1.184 g
#2460393.49355 2024-03-23.9963400 bG 1.99 nan 98.041 99.990 -70.743 nan g #?
#2460393.49479 2024-03-23.9975753 bG 1.99 nan 98.046 99.990 -62.714 nan g #?
#2460393.49603 2024-03-23.9988178 bG 1.97 nan 98.038 99.990 -57.718 nan g #?
2460394.23157 2024-03-24.7343704 bo 1.95 14.664 12.745 0.038 28.990 1.002 g
2460394.23284 2024-03-24.7356452 bo 1.64 14.994 12.719 0.028 29.665 0.744 g
2460394.23408 2024-03-24.7368847 bo 1.37 14.503 12.880 0.050 25.577 1.156 g
2460394.48875 2024-03-24.9915649 bk 2.10 14.788 14.577 0.182 5.361 0.884 g
2460394.48998 2024-03-24.9927846 bk 2.15 14.345 14.345 99.990 2.954 1.328 g
2460394.49118 2024-03-24.9940008 bk 2.12 14.734 14.038 0.117 8.807 0.932 g
2460395.48795 2024-03-25.9907817 bG 2.28 16.831 16.831 99.990 -47.671 0.437 g
#2460395.48919 2024-03-25.9920230 bG 2.19 nan 97.978 99.990 -56.662 nan g #?
#2460395.49043 2024-03-25.9932618 bG 2.23 nan 97.984 99.990 -76.121 nan g #?
2460396.22582 2024-03-26.7286611 bo 2.26 14.435 12.783 0.049 27.971 1.243 g
2460396.22705 2024-03-26.7298935 bo 2.15 14.500 12.780 0.046 28.060 1.168 g
2460396.22827 2024-03-26.7311175 bo 2.10 14.409 12.762 0.048 28.522 1.260 g
2460396.48328 2024-03-26.9861406 bk 2.03 15.038 14.387 0.121 6.387 0.702 g
2460396.48451 2024-03-26.9873695 bk 1.71 15.532 14.468 0.083 5.928 0.447 g
2460396.48574 2024-03-26.9885905 bk 1.59 15.430 14.253 0.075 7.226 0.490 g
#2460397.48249 2024-03-27.9853663 bG 2.15 nan 98.021 99.990 -73.060 nan g #?
#2460397.48374 2024-03-27.9866103 bG 2.09 nan 98.028 99.990 -52.594 nan g #?
#2460397.48498 2024-03-27.9878607 bG 2.04 nan 98.017 99.990 -43.118 nan g #?
2460399.22307 2024-03-29.7259784 bo 2.46 14.130 12.573 0.054 33.962 1.642 g
2460399.22429 2024-03-29.7271957 bo 2.38 14.373 12.427 0.038 38.852 1.331 g
2460399.22552 2024-03-29.7284253 bo 2.33 14.367 12.576 0.043 33.847 1.322 g
2460399.47702 2024-03-29.9799322 bG 2.31 15.824 15.824 99.990 -137.363 1.222 g
#2460399.47827 2024-03-29.9811785 bG 2.13 nan 97.982 99.990 -90.598 nan g #?
2460399.47951 2024-03-29.9824164 bG 2.00 17.060 17.060 99.990 -42.165 0.387 g
2460474.69065 2024-06-13.1924354 bo 1.50 14.696 12.677 0.034 30.841 0.967 g
2460474.69189 2024-06-13.1936723 bo 1.42 14.715 12.563 0.030 34.294 0.955 g
